Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Keane Lewis-Potter,Forward,10,0.0,1.0,0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76,7.6,0.0,8.0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Ligament injury,5-Sep-22,10-Oct-22
Hugo Lloris,Goalkeeper,25,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,616,24.64,0.0,0.0,0,0.0,109.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79.0,0.0,7.0,17.0,1.0,7.0,109.0,186.0,36.0,2022/23,Knee injury,"Feb 6,2023","Mar 22,2023"
Hugo Lloris,Goalkeeper,25,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,616,24.64,0.0,0.0,0,0.0,109.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79.0,0.0,7.0,17.0,1.0,7.0,109.0,186.0,36.0,2022/23,Thigh Problems,"Apr 24,2023","Oct 2,2023"
Sean Longstaff,Midfielder,33,0.0,42.0,50%,0.0,15.0,16.0,22.0,16.0,0.0,141.0,112.0,132.0,8.0,24.0,28.0,4,"1,125",34.09,0.0,30.0,27%,7.0,47.0,2,0,29,1,0.0,1.0,0.0,1.0,0.03,0.0,33.0,7.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Outer ligament problems,27-Apr-23,20-May-23
Lucas Moura,Forward,15,0.0,8.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75,5.0,0.0,9.0,0,0.0,0.0,0,1,3,1,0.0,1.0,0.0,0.0,0.07,0.0,4.0,1.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022/23,Calf injury,"Aug 29,2022","Oct 10,2022"
Harry Maguire,Defender,16,5.0,8.0,75%,0.0,2.0,13.0,41.0,27.0,1.0,55.0,39.0,32.0,2.0,25.0,22.0,0,574,35.88,0.0,1.0,0%,0.0,37.0,4,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2022/23,Hamstring injury,26-Sep-22,25-Oct-22
Anthony Martial,Forward,21,0.0,5.0,0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,320,15.24,0.0,4.0,0,0.0,0.0,0,0,8,6,1.0,4.0,1.0,0.0,0.29,1.0,27.0,13.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022/23,Achilles tendon irritation,23-Aug-22,26-Sep-22
Anthony Martial,Forward,21,0.0,5.0,0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,320,15.24,0.0,4.0,0,0.0,0.0,0,0,8,6,1.0,4.0,1.0,0.0,0.29,1.0,27.0,13.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022/23,Back injury,10-Oct-22,31-Oct-22
Anthony Martial,Forward,21,0.0,5.0,0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,320,15.24,0.0,4.0,0,0.0,0.0,0,0,8,6,1.0,4.0,1.0,0.0,0.29,1.0,27.0,13.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022/23,Hip injury,2-Feb-23,8-Mar-23
John McGinn,Midfielder,34,0.0,66.0,55%,0.0,13.0,24.0,15.0,4.0,0.0,176.0,199.0,148.0,45.0,22.0,21.0,3,970,28.53,0.0,50.0,26%,11.0,64.0,7,0,41,1,0.0,0.0,1.0,1.0,0.03,0.0,42.0,11.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2022/23,Hamstring strain,1-Jan-23,4-Feb-23
Yerry Mina,Defender,7,1.0,15.0,53%,0.0,0.0,6.0,28.0,20.0,0.0,31.0,45.0,23.0,1.0,19.0,15.0,0,321,45.86,0.0,1.0,0%,0.0,12.0,2,0,6,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022/23,ankle injury,6-Aug-22,31-Oct-22
Mohamed Elneny,Midfielder,5,0.0,1.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,2.0,0,60,12.0,0.0,0.0,0%,0.0,4.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022/23,Thigh problems,27-Aug-22,1-Nov-22
Mohamed Elneny,Midfielder,5,0.0,1.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,2.0,0,60,12.0,0.0,0.0,0%,0.0,4.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022/23,Knee injury,14-Jan-23,20-Sep-23
Álex Moreno,Defender,19,4.0,23.0,61%,0.0,3.0,7.0,30.0,16.0,1.0,69.0,66.0,94.0,23.0,9.0,12.0,3,579,30.47,0.0,48.0,31%,1.0,9.0,3,0,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2022/23,Hamstring injury,20-May-23,15-Sep-23
Eddie Nketiah,Forward,30,0.0,13.0,0,0.0,15.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,250,8.33,0.0,5.0,0,0.0,0.0,3,0,30,4,1.0,3.0,0.0,1.0,0.13,0.0,41.0,14.0,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Ankle injury,2-Mar-23,13-Apr-23
Amadou Onana,Midfielder,33,0.0,72.0,60%,0.0,6.0,37.0,37.0,17.0,0.0,150.0,199.0,150.0,18.0,60.0,55.0,2,970,29.39,0.0,5.0,0%,5.0,41.0,9,0,44,1,1.0,0.0,0.0,0.0,0.03,0.0,34.0,6.0,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2022/23,leg injury,14-Apr-23,24-Apr-23
Frank Onyeka,Midfielder,21,0.0,19.0,74%,0.0,2.0,10.0,16.0,4.0,0.0,50.0,63.0,66.0,11.0,7.0,15.0,2,253,12.05,0.0,2.0,0%,0.0,7.0,0,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Thigh problems,25-Mar-23,9-Apr-23
Thomas Partey,Midfielder,33,0.0,70.0,57%,0.0,10.0,28.0,39.0,18.0,0.0,225.0,165.0,115.0,35.0,37.0,25.0,0,"1,946",58.97,0.0,9.0,22%,11.0,107.0,5,0,37,3,0.0,3.0,0.0,2.0,0.09,0.0,28.0,4.0,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022/23,Thigh problems,25-Aug-22,15-Sep-22
Jordan Pickford,Goalkeeper,37,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"1,156",31.24,0.0,0.0,0,0.0,294.0,6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,124.0,0.0,18.0,20.0,2.0,18.0,151.0,315.0,28.0,2022/23,thigh problems,9-Sep-22,27-Sep-22
Nick Pope,Goalkeeper,37,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,658,17.78,0.0,0.0,0,0.0,139.0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,87.0,0.0,19.0,30.0,1.0,38.0,232.0,207.0,31.0,2022/23,Hand injury,23-May-23,20-Jun-23
Marcus Rashford,Forward,35,0.0,20.0,0,0.0,27.0,7.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,779,22.26,0.0,24.0,0,0.0,0.0,2,0,15,17,3.0,11.0,3.0,2.0,0.49,0.0,108.0,50.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Muscle injury,8-Apr-23,19-Apr-23
Marcus Rashford,Forward,35,0.0,20.0,0,0.0,27.0,7.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,779,22.26,0.0,24.0,0,0.0,0.0,2,0,15,17,3.0,11.0,3.0,2.0,0.49,0.0,108.0,50.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Leg injury,11-May-23,24-May-23
Richarlison,Forward,27,0.0,21.0,0,0.0,5.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,263,9.74,0.0,16.0,0,0.0,0.0,3,0,14,1,1.0,0.0,0.0,2.0,0.04,0.0,27.0,14.0,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2022/23,Hamstring injury,"Dec 9,2022","Jan 13,2023"
Richarlison,Forward,27,0.0,21.0,0,0.0,5.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,263,9.74,0.0,16.0,0,0.0,0.0,3,0,14,1,1.0,0.0,0.0,2.0,0.04,0.0,27.0,14.0,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2022/23,Groin Surgery,"Nov 10,2023","Dec 3,2023"
Marcel Sabitzer,Midfielder,11,0.0,12.0,67%,0.0,4.0,8.0,11.0,4.0,0.0,52.0,36.0,34.0,1.0,13.0,11.0,1,296,26.91,0.0,4.0,25%,2.0,9.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2022/23,unknown injury,6-Mar-23,14-Mar-23
Marcel Sabitzer,Midfielder,11,0.0,12.0,67%,0.0,4.0,8.0,11.0,4.0,0.0,52.0,36.0,34.0,1.0,13.0,11.0,1,296,26.91,0.0,4.0,25%,2.0,9.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2022/23,Groin problems,16-Apr-23,19-Apr-23
Marcel Sabitzer,Midfielder,11,0.0,12.0,67%,0.0,4.0,8.0,11.0,4.0,0.0,52.0,36.0,34.0,1.0,13.0,11.0,1,296,26.91,0.0,4.0,25%,2.0,9.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2022/23,Meniscus injury,10-May-23,15-Jun-23
Allan Saint-Maximin,Forward,25,0.0,10.0,0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,405,16.2,0.0,32.0,0,0.0,0.0,1,0,6,1,0.0,1.0,0.0,1.0,0.04,0.0,28.0,13.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Hamstring injury,29-Aug-22,5-Oct-22
Allan Saint-Maximin,Forward,25,0.0,10.0,0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,405,16.2,0.0,32.0,0,0.0,0.0,1,0,6,1,0.0,1.0,0.0,1.0,0.04,0.0,28.0,13.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Muscle injury,14-Oct-22,26-Oct-22
Allan Saint-Maximin,Forward,25,0.0,10.0,0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,405,16.2,0.0,32.0,0,0.0,0.0,1,0,6,1,0.0,1.0,0.0,1.0,0.04,0.0,28.0,13.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Hamstring injury,6-Apr-23,5-May-23
William Saliba,Defender,27,11.0,34.0,59%,0.0,0.0,19.0,82.0,42.0,0.0,206.0,109.0,71.0,9.0,53.0,43.0,1,"1,864",69.04,0.0,1.0,100%,0.0,64.0,4,0,19,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Back injury,16-Mar-23,1-Jul-23
Jadon Sancho,Forward,26,0.0,16.0,0,0.0,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,749,28.81,0.0,17.0,0,0.0,0.0,0,0,9,6,0.0,5.0,1.0,0.0,0.23,0.0,21.0,11.0,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2022/23,depression,26-Dec-22,31-Jan-23
Fabian Schär,Defender,36,12.0,47.0,47%,0.0,11.0,52.0,137.0,63.0,1.0,209.0,190.0,104.0,4.0,112.0,56.0,3,"1,815",50.42,0.0,18.0,22%,7.0,156.0,7,0,20,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2022/23,concussion,27-Feb-23,5-Mar-23
Luke Shaw,Defender,31,11.0,55.0,65%,0.0,4.0,36.0,53.0,29.0,0.0,189.0,142.0,114.0,14.0,46.0,29.0,2,"1,805",58.23,0.0,89.0,29%,2.0,61.0,8,0,46,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022/23,unknown injury,6-Apr-23,19-Apr-23
Jonjo Shelvey,Midfielder,11,0.0,3.0,33%,0.0,3.0,5.0,10.0,7.0,0.0,36.0,12.0,24.0,4.0,4.0,1.0,0,314,28.55,0.0,13.0,31%,3.0,39.0,2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2022/23,Hamstring injury,26-Jul-22,10-Oct-22
Oliver Skipp,Midfielder,23,0.0,34.0,50%,0.0,3.0,17.0,18.0,4.0,0.0,107.0,69.0,84.0,11.0,7.0,25.0,0,757,32.91,0.0,10.0,10%,1.0,27.0,7,0,23,1,0.0,1.0,0.0,0.0,0.04,0.0,7.0,3.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2022/23,Foot injury,"Jul 18,2022","Aug 29,2022"
Takehiro Tomiyasu,Defender,21,1.0,27.0,67%,0.0,2.0,14.0,14.0,7.0,0.0,42.0,48.0,37.0,1.0,17.0,20.0,1,412,19.62,0.0,12.0,33%,2.0,14.0,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,muscular problems,3-Nov-22,15-Nov-22
Takehiro Tomiyasu,Defender,21,1.0,27.0,67%,0.0,2.0,14.0,14.0,7.0,0.0,42.0,48.0,37.0,1.0,17.0,20.0,1,412,19.62,0.0,12.0,33%,2.0,14.0,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Knee surgery,16-Mar-23,1-Jul-23
Axel Tuanzebe,Defender,0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,unknown injury,13-Jul-22,23-Jan-23
Aaron Wan-Bissaka,Defender,19,7.0,40.0,63%,1.0,7.0,22.0,35.0,18.0,0.0,73.0,72.0,58.0,17.0,13.0,17.0,0,705,37.11,0.0,14.0,21%,2.0,17.0,2,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Back problems,12-Sep-22,25-Oct-22
Joe Willock,Midfielder,35,0.0,51.0,59%,0.0,21.0,25.0,15.0,5.0,0.0,136.0,127.0,154.0,37.0,16.0,16.0,6,888,25.37,0.0,51.0,25%,4.0,35.0,1,0,35,3,1.0,2.0,0.0,0.0,0.09,0.0,58.0,17.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2022/23,Hamstring injury,18-May-23,5-Jun-23
Oleksandr Zinchenko,Defender,27,2.0,40.0,45%,0.0,8.0,22.0,31.0,24.0,0.0,163.0,117.0,69.0,15.0,51.0,20.0,2,"1,716",63.56,0.0,37.0,19%,6.0,62.0,3,0,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Knee problems and Calf injury,26-Aug-22,1-Nov-22
Oleksandr Zinchenko,Defender,27,2.0,40.0,45%,0.0,8.0,22.0,31.0,24.0,0.0,163.0,117.0,69.0,15.0,51.0,20.0,2,"1,716",63.56,0.0,37.0,19%,6.0,62.0,3,0,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,unknown injury,14-Apr-23,17-Apr-23
Oleksandr Zinchenko,Defender,27,2.0,40.0,45%,0.0,8.0,22.0,31.0,24.0,0.0,163.0,117.0,69.0,15.0,51.0,20.0,2,"1,716",63.56,0.0,37.0,19%,6.0,62.0,3,0,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Calf muscle tear,7-May-23,18-Aug-23
Kristoffer Ajer,Defender,28,2.0,38.0,55%,0.0,3.0,25.0,78.0,36.0,0.0,60.0,121.0,69.0,10.0,65.0,23.0,1,722,25.79,0.0,22.0,23%,1.0,31.0,5,0,25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Foot injury,2-Dec-23,16-Jan-24
Kristoffer Ajer,Defender,28,2.0,38.0,55%,0.0,3.0,25.0,78.0,36.0,0.0,60.0,121.0,69.0,10.0,65.0,23.0,1,722,25.79,0.0,22.0,23%,1.0,31.0,5,0,25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Calf strain,6-Apr-24,20-Apr-24
Miguel Almirón,Midfielder,33,0.0,36.0,67%,0.0,9.0,10.0,12.0,6.0,0.0,97.0,87.0,89.0,23.0,6.0,7.0,1,767,23.24,0.0,24.0,17%,5.0,13.0,2,0,16,3,0.0,0.0,3.0,2.0,0.09,0.0,41.0,12.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2023/24,Knee injury,30-Mar-24,3-May-24
Elliot Anderson,Midfielder,21,0.0,24.0,75%,0.0,5.0,8.0,20.0,11.0,0.0,60.0,83.0,87.0,21.0,19.0,14.0,2,416,19.81,0.0,19.0,16%,4.0,4.0,3,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2023/24,Back injury,23-Oct-23,25-Feb-24
André Gomes,Midfielder,12,0.0,7.0,57%,0.0,2.0,3.0,3.0,1.0,0.0,34.0,16.0,49.0,3.0,1.0,9.0,0,259,21.58,0.0,26.0,12%,4.0,18.0,4,0,17,1,0.0,1.0,0.0,0.0,0.08,0.0,8.0,4.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2023/24,fitness,13-Aug-23,3-Dec-23
Leon Bailey,Midfielder,35,0.0,13.0,54%,0.0,16.0,9.0,4.0,1.0,0.0,107.0,110.0,156.0,57.0,15.0,24.0,9,701,20.03,0.0,75.0,23%,11.0,27.0,5,0,26,10,0.0,4.0,6.0,2.0,0.29,0.0,53.0,18.0,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Ill,18-May-24,31-May-24
Shandon Baptiste,Midfielder,10,0.0,4.0,100%,0.0,0.0,3.0,5.0,3.0,0.0,17.0,13.0,18.0,6.0,3.0,6.0,1,86,8.6,0.0,3.0,67%,0.0,4.0,1,0,3,1,0.0,1.0,0.0,0.0,0.1,0.0,2.0,2.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Shoulder injury,25-Aug-23,11-Nov-23
Beto,Forward,30,0.0,14.0,0,0.0,4.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,174,5.8,0.0,5.0,0,0.0,0.0,2,0,21,3,1.0,1.0,1.0,0.0,0.1,0.0,43.0,13.0,30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2023/24,knee injury,23-Nov-23,28-Nov-23
Jordan Beyer,Defender,15,2.0,35.0,57%,1.0,3.0,16.0,68.0,39.0,0.0,57.0,73.0,50.0,4.0,29.0,26.0,1,855,57.0,0.0,0.0,0%,1.0,47.0,6,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,meniscus injury,4-Oct-23,30-Oct-23
Jordan Beyer,Defender,15,2.0,35.0,57%,1.0,3.0,16.0,68.0,39.0,0.0,57.0,73.0,50.0,4.0,29.0,26.0,1,855,57.0,0.0,0.0,0%,1.0,47.0,6,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,knee injury,8-Jan-24,Present
Sven Botman,Defender,17,3.0,20.0,65%,2.0,2.0,9.0,58.0,24.0,1.0,70.0,56.0,35.0,0.0,34.0,17.0,2,"1,015",59.71,0.0,0.0,0%,0.0,44.0,2,0,9,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Ankle injury,27-Aug-23,15-Sep-23
Sven Botman,Defender,17,3.0,20.0,65%,2.0,2.0,9.0,58.0,24.0,1.0,70.0,56.0,35.0,0.0,34.0,17.0,2,"1,015",59.71,0.0,0.0,0%,0.0,44.0,2,0,9,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Knee injury,28-Sep-23,15-Dec-23
Sven Botman,Defender,17,3.0,20.0,65%,2.0,2.0,9.0,58.0,24.0,1.0,70.0,56.0,35.0,0.0,34.0,17.0,2,"1,015",59.71,0.0,0.0,0%,0.0,44.0,2,0,9,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Cruciate ligament surgery,20-Mar-24,2-Dec-24
Dan Burn,Defender,33,7.0,61.0,54%,0.0,6.0,37.0,119.0,59.0,3.0,124.0,177.0,126.0,4.0,103.0,49.0,2,"1,500",45.45,0.0,11.0,36%,1.0,25.0,4,0,32,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2023/24,Back injury,4-Nov-23,11-Dec-23
Dominic Calvert-Lewin,Forward,32,0.0,13.0,0,0.0,8.0,4.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,434,13.56,0.0,3.0,0,0.0,0.0,2,0,31,7,1.0,5.0,1.0,3.0,0.22,2.0,73.0,31.0,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,fitness and broken cheekbone,1-Aug-23,14-Sep-23
Dominic Calvert-Lewin,Forward,32,0.0,13.0,0,0.0,8.0,4.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,434,13.56,0.0,3.0,0,0.0,0.0,2,0,31,7,1.0,5.0,1.0,3.0,0.22,2.0,73.0,31.0,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,ill,25-Apr-24,1-May-24
Matty Cash,Defender,29,2.0,54.0,57%,0.0,10.0,18.0,52.0,28.0,1.0,110.0,103.0,114.0,12.0,15.0,21.0,2,"1,028",35.45,0.0,39.0,23%,0.0,31.0,8,0,30,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Calf injury,12-May-24,12-Jun-24
Matty Cash,Defender,29,2.0,54.0,57%,0.0,10.0,18.0,52.0,28.0,1.0,110.0,103.0,114.0,12.0,15.0,21.0,2,"1,028",35.45,0.0,39.0,23%,0.0,31.0,8,0,30,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Hamstring injury,21-Mar-24,12-Apr-24
Matty Cash,Defender,29,2.0,54.0,57%,0.0,10.0,18.0,52.0,28.0,1.0,110.0,103.0,114.0,12.0,15.0,21.0,2,"1,028",35.45,0.0,39.0,23%,0.0,31.0,8,0,30,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Ill,29-Dec-23,31-Dec-23
Nathan Collins,Defender,32,7.0,38.0,53%,1.0,2.0,44.0,129.0,70.0,0.0,136.0,145.0,72.0,11.0,73.0,35.0,1,"1,468",45.88,0.0,4.0,25%,2.0,69.0,3,0,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Injury to the ankle,18-Nov-23,15-Dec-23
Nathan Collins,Defender,32,7.0,38.0,53%,1.0,2.0,44.0,129.0,70.0,0.0,136.0,145.0,72.0,11.0,73.0,35.0,1,"1,468",45.88,0.0,4.0,25%,2.0,69.0,3,0,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,unknown injury,17-May-24,26-Jun-24
